x,y,class
7.997007437639462,3.0619742124451346,2.0
7.571134983251562,2.763428182097168,2.0
2.6585705191411027,1.869621371549512,1.0
2.442898624762414,1.2500485848056588,1.0
4.145153509903561,7.667803617241557,3.0
5.53240256976279,7.626864449197873,3.0
2.2597362710266005,1.4796944982607352,1.0
5.623880235440238,8.420906492589456,3.0
8.375124474158914,3.376575357632948,2.0
8.3285128881526,2.0260287678175213,2.0
2.445207386763082,0.9231722212142175,1.0
7.925412465969658,4.0469420885679055,2.0
8.21379568298257,3.4590897932776357,2.0
4.23092004566265,7.403127290090876,3.0
1.9531773045393925,2.31798957048972,1.0
5.443902494039964,8.082624438273303,3.0
5.105470859834864,8.491535839438956,3.0
6.234129956400883,8.090415146701702,3.0
5.798916948960835,7.47957162524128,3.0
7.541444970097975,2.428193287247984,2.0
5.298573162033393,7.9336858490444815,3.0
4.948939316446078,7.761427860026095,3.0
4.7481558104376465,8.293990619085834,3.0
7.629241338791029,2.4247736167038365,2.0
8.44712169041886,2.5577772651340855,2.0
2.456665649411823,1.7997619564670118,1.0
4.1409369998714665,7.392439852490748,3.0
5.089209337868387,8.428677656430818,3.0
2.455886042720618,1.3618682579703565,1.0
2.457442510229069,2.25219363980755,1.0
4.899682735043759,7.916957411209254,3.0
8.339275918033627,3.4731911789408434,2.0
7.474561239689393,2.7258515713587537,2.0
7.756128031245213,3.068982239404068,2.0
5.076503161727311,9.05551784615537,3.0
2.0364248827565197,2.2397556823976053,1.0
7.977324589411887,3.1355918707359507,2.0
4.882427036230616,7.695392529709313,3.0
7.507006259586744,3.073468734155449,2.0
8.056056572436951,2.7556797981625696,2.0
5.455230110925196,7.69860860227692,3.0
5.077785108521379,8.965911859306816,3.0
8.166987333764812,1.622712560110825,2.0
1.796661280018404,1.5729070374039655,1.0
5.471062500554023,8.055209413674282,3.0
5.260367969137047,7.866611595247901,3.0
4.812611403276133,7.055307061053158,3.0
5.452593849830369,7.590141290059817,3.0
9.259640611515714,2.619186285897548,2.0
0.5813300970507869,2.588020968008762,1.0
1.1855364790365648,2.5983757254917395,1.0
8.044469255059003,3.7685567834204123,2.0
5.236649911197072,8.002576744863694,3.0
5.155605466782979,8.076660599249218,3.0
4.462868231049988,7.452371659481544,3.0
8.36850897826457,3.155376649963938,2.0
1.6725886372763419,1.5270218514795482,1.0
8.721957525732552,2.8615377338564754,2.0
1.7226060737188746,2.4847552821196417,1.0
4.825651403261197,8.508179549167505,3.0
1.9209856710967559,2.8537940973250953,1.0
1.6593039586603133,1.7466729188788939,1.0
2.480996888864736,2.04439848520819,1.0
5.371586652632906,9.170421730339497,3.0
1.6160554551104351,1.3769741836342755,1.0
4.400961434704305,7.5734351736757946,3.0
2.593453329623951,2.7719623978782497,1.0
7.717458532647055,2.731875214393276,2.0
1.6043719961354148,1.5741852185902456,1.0
7.366687988589739,3.5006522737366796,2.0
1.9697694452558636,1.9448612198459727,1.0
2.305387027005096,2.7822746977049455,1.0
6.091617742856501,7.957586711066786,3.0
7.697520456024842,3.115373305190049,2.0
5.725743569601892,8.879687138719946,3.0
2.1682289177525242,3.0055713910038753,1.0
4.895281831570637,8.082269485956727,3.0
2.233225537090145,2.680105033597738,1.0
4.4119048577505176,8.184691110987776,3.0
4.832269404759357,8.39010537092167,3.0
7.574205963893368,2.6860371044335714,2.0
4.991192957176111,7.7856282489590996,3.0
4.6254884410382,7.947812573473379,3.0
1.9179001299797331,2.1168400102619054,1.0
2.075183871677215,2.387714083766295,1.0
4.655173427806937,7.368553457316478,3.0
2.3455578430243245,0.9037771974634337,1.0
7.849866052138762,3.1932582033159322,2.0
8.274167588666044,2.9197561612225043,2.0
7.494138320969252,3.4609884273244056,2.0
7.953590345728493,2.8439704297742274,2.0
2.134647612389392,1.5789791885542672,1.0
5.170870546578239,7.267952532148961,3.0
8.29793488939797,2.3573810625271805,2.0
1.5298792120773423,2.5858658046429497,1.0
9.012422822848851,3.103437536091606,2.0
8.265119147934941,3.3390380745249373,2.0
8.058324164162606,3.259731522658152,2.0
4.500189282492382,8.171032647289241,3.0
7.530310831541272,3.0526286474858284,2.0
8.388462697003991,2.824584893558398,2.0
1.2913638646707244,3.071492732722999,1.0
5.19755988655122,7.157484880093815,3.0
4.591497163136626,7.9301930456979965,3.0
8.490301619097778,2.899605152823239,2.0
7.961033683672881,2.1050191071814086,2.0
1.8212411711725673,1.8290327737935321,1.0
4.830427934532005,8.217454645958995,3.0
4.699464972302271,7.255104056209093,3.0
1.5143131708064437,1.4934416015864151,1.0
1.988279761241834,1.7896876310031857,1.0
4.702179805128752,7.611374813372189,3.0
5.2544826159109,7.889355879663795,3.0
5.2173997683408375,8.469914016675038,3.0
1.6162230177569898,1.1265279552893928,1.0
2.050444381086481,1.7792219324335001,1.0
7.827944096578615,2.4483313505315936,2.0
4.815429326236773,8.641008928867803,3.0
5.589454682649752,7.295841810308124,3.0
7.535742223552972,3.290955007060035,2.0
8.644034076695178,2.8665957563630675,2.0
2.4648009476676,1.6631720731985193,1.0
8.013968359017618,2.373100187737802,2.0
5.994972451711876,7.8299028935436015,3.0
5.490061761067623,7.902577028027027,3.0
1.332786598709781,1.5699200749495583,1.0
2.694252140091258,1.6133153362960406,1.0
9.295110200233788,2.6913926875387926,2.0
2.6982770654688997,1.0964721769092267,1.0
1.8703168887595178,1.9047623782057614,1.0
2.0049086579590063,3.0249931479940773,1.0
5.254833903356719,8.709520980777167,3.0
2.24968041606773,2.3539983264520776,1.0
1.7638036443741492,2.5034591377750424,1.0
1.951710853918433,2.1220504409191587,1.0
1.7686556267562743,2.1405396214714907,1.0
3.8814235953419294,7.999759262859166,3.0
2.374038524324647,1.8943187738207314,1.0
2.4315340141487853,2.2855822022461516,1.0
3.23551248847874,1.6666025372844873,1.0
1.5453408712576426,2.7762859990186453,1.0
4.602214702865036,8.011124517621383,3.0
6.162604973336066,7.647132636778377,3.0
8.251709194469159,2.4415349426349264,2.0
2.59602156601862,2.4868285534035897,1.0
5.583549196615351,7.380497361075663,3.0
1.9064800226862109,2.0845818716631785,1.0
4.5875607979343,8.486812649875516,3.0
2.8313755154590776,1.8574789920484789,1.0
2.599342582871516,2.250740840197794,1.0
7.891645893594588,2.0532544455800696,2.0
4.637240348766177,6.372492301179159,3.0
7.633658005968448,3.094248221886632,2.0
1.861995455780117,2.041088905556462,1.0
5.226295895069807,8.069471335111702,3.0
7.9030391959632205,2.6267430721743144,2.0
7.655847235630707,3.025001212815717,2.0
7.336626458185145,2.7657257701185123,2.0
5.376111441488087,8.392412495277837,3.0
8.06566437351636,2.864656293605376,2.0
7.739566982672466,2.5601089692211296,2.0
1.9409501221641345,1.6151226805616425,1.0
2.1520521954396727,1.7624714567089659,1.0
2.9760193165024367,1.2551244526083534,1.0
7.79927496915689,3.0862901582280693,2.0
1.955380896397519,1.3151462237489042,1.0
8.321446842336194,3.071302515476599,2.0
1.9856149084523433,1.256787286977685,1.0
2.3580104461934885,2.2223069213961524,1.0
0.7133068037713177,1.657026110765171,1.0
2.170521321964333,2.5595520540407595,1.0
5.296971139266606,7.807892389328212,3.0
5.572575478008548,7.87589650600425,3.0
7.825866444482286,2.90974258676576,2.0
8.65919697265019,3.1848610973288043,2.0
2.214010664502824,1.9950014631691781,1.0
1.316103955782011,1.938963789941821,1.0
5.3051527410207955,8.35809004951829,3.0
1.9888856432506552,1.5271139405436083,1.0
4.3247984455493835,7.525384325771459,3.0
8.5172811400936,3.174622711844392,2.0
8.193884614766894,3.0834406713271805,2.0
1.1100782818162565,0.8729772664590323,1.0
8.062406770165284,3.396184235787534,2.0
1.862334914829693,2.0180410685185795,1.0
5.064115156851209,8.29481369496821,3.0
8.08226596951665,1.5984237525218175,2.0
5.089257744279918,8.902800340263543,3.0
8.32736037054635,2.738031604847549,2.0
2.124427338526381,1.7828147904402318,1.0
2.2327818668088755,1.1179906575227707,1.0
2.1902366622330356,2.5850336183172216,1.0
7.822748052793463,3.254768015856825,2.0
4.431445356988083,7.6633223405677064,3.0
2.0888050741350495,2.448755141494109,1.0
8.063172406063563,3.8735717908656593,2.0
8.359763741564436,3.7523626250126054,2.0
4.653413408685527,7.572285619252673,3.0
3.9649827373435613,7.8162297193304,3.0
2.4899345203634833,1.8734507383342256,1.0
9.2088173214231,2.6698860199610315,2.0
7.393043533475437,2.7938369587196195,2.0
7.06611180695947,2.603477639774731,2.0
8.096612789130445,3.5327436924040825,2.0
4.787532748422228,8.239019818827074,3.0
4.645115876423974,7.605816273135074,3.0
7.338904056914874,2.547167805912402,2.0
7.386538511982284,2.7937611428594296,2.0
6.985111177716823,3.065672153577865,2.0
4.207830984444395,7.960355811293089,3.0
5.4583143253475805,8.392526005132925,3.0
8.373954327914499,2.9539971527614473,2.0
2.739824448186573,1.3465670096929947,1.0
4.778413846405608,8.165610357474778,3.0
2.1717768905218477,1.0736349848048354,1.0
2.3810322217060467,2.262586202607502,1.0
5.42345268125241,8.1436542948002,3.0
1.57872146679234,1.9167784806811665,1.0
8.078257088535088,2.9566077761915217,2.0
5.216000683662818,7.820463946049543,3.0
8.11640838703348,3.5775444488567065,2.0
8.407565970498327,2.6456200535507346,2.0
4.960005186654854,8.375300527117135,3.0
7.782342175458615,3.0293350399769174,2.0
1.7678434764252084,1.6790167927538726,1.0
2.461173057788546,2.3983995656886767,1.0
7.8117228817745765,3.2518266298135368,2.0
8.289702395263724,3.214075908337334,2.0
8.840476196550618,3.7188766380459484,2.0
7.053465540304296,3.487399941199785,2.0
1.536708599198522,1.8192770237996647,1.0
2.3221122970139025,2.466006426459658,1.0
1.768010304044572,1.8673804271003933,1.0
2.230873349001981,2.359413412449071,1.0
7.835375618575211,3.919711217635406,2.0
5.0464405214802515,7.239732401255614,3.0
1.6878942258897756,2.2201824449952445,1.0
2.690833900218116,2.0212907811835694,1.0
1.8563682757606599,2.7038879231561985,1.0
1.8964885574398125,2.203670422972166,1.0
5.060313614025084,7.437589347106604,3.0
5.367128669081143,7.270432645044304,3.0
8.161996571617314,3.1968057670428327,2.0
4.934179896031945,8.19230067916265,3.0
3.0609706860572854,2.8519096015397905,1.0
8.150705607102077,3.122505267361428,2.0
5.123957442894875,8.393878946631856,3.0
1.977973821349426,1.4745750647427807,1.0
4.676926682702951,8.87697468298343,3.0
7.788685556755189,3.009938374597239,2.0
8.532877456479982,2.707618533258381,2.0
7.560923518126084,2.746061113609377,2.0
7.521515455282271,3.4527785297571243,2.0
8.18353624530583,2.1711131908563983,2.0
7.395169762672729,2.9189683458191786,2.0
7.575814698311428,2.823797457464154,2.0
1.6860196405931331,1.8938739833370553,1.0
7.343298784595718,2.6597055188740377,2.0
4.087302582871205,8.152978801736992,3.0
2.3670214557849283,3.0751544886343423,1.0
5.538671898561306,8.143975912585049,3.0
1.6524587713450543,1.943264518123722,1.0
2.0516876078328488,2.3239346591466923,1.0
2.8212300095058627,1.8588228566178095,1.0
8.164739554420285,2.301340620844243,2.0
8.19169601708147,2.7245009939270286,2.0
2.22834724054743,2.176742210855002,1.0
4.676587833883115,9.026642395760101,3.0
7.415291960332048,3.492998935832628,2.0
5.808804183837053,7.286822103827663,3.0
5.4559115243365275,7.623272590620192,3.0
1.8751812321830101,2.3431115942811065,1.0
1.4073366741149465,1.9630856878180394,1.0
7.996923035150057,3.5504899415123745,2.0
4.398065255134006,7.652793279599379,3.0
8.498993219193817,1.7665180886262262,2.0
4.747632661898897,7.775916429173035,3.0
4.1303227581230955,7.799056500234395,3.0
4.782968430248529,8.280734442400409,3.0
1.4274472832848653,2.0892253086027424,1.0
5.231045842490152,8.082532456495843,3.0
4.881682030033736,7.55264482643334,3.0
2.4676078192695297,1.7368598264689166,1.0
1.6192947185738573,1.352334933228441,1.0
1.7111161543598148,2.2718333964793755,1.0
7.5913319182846095,2.6640893547629156,2.0
7.697916448846484,2.9986103139898996,2.0
4.066704849943987,6.983961618577104,3.0
2.225860727868416,1.266781717285446,1.0
2.2454723808217305,2.3724176577358747,1.0
1.6338419181058155,1.6033532760224263,1.0
7.660249900499381,2.317740250421478,2.0
7.576242738674105,2.9242814534317914,2.0
8.355715018898115,3.437881030044052,2.0
4.613381725542561,8.789591901173257,3.0
8.08270801919327,2.796369982879802,2.0
2.337893604728846,2.5468394098106764,1.0
7.036556971536594,2.198657675333889,2.0
8.876604565890652,2.727755519435762,2.0
8.085385253899172,3.209269228307889,2.0
7.802441152067319,2.6113151085526014,2.0
1.5305782336775229,2.1164029013037537,1.0
7.851156294044488,3.8448783547817085,2.0
7.36601950497898,2.3538861895577807,2.0
7.1250867001647835,3.0012522389541134,2.0
5.624135866035408,7.874324030883338,3.0
8.171721556125721,2.5023846808537664,2.0
2.080567810593184,1.6419484125195036,1.0
2.065228004054661,1.9295360704482654,1.0
1.9745124379037766,1.9961528596350862,1.0
1.9430569480731696,2.701111535569967,1.0
1.9316813929621932,1.3316665416190538,1.0
8.657934525667907,3.444904288054309,2.0
4.738073837803055,7.668818376273396,3.0
7.265175206767242,3.2806341966673074,2.0
5.270948691687199,7.235390405653733,3.0
5.449866058052807,7.848104537465246,3.0
8.032430408008276,3.002050447395726,2.0
8.03019879404424,2.844774595093886,2.0
2.200228614924863,1.903032175622563,1.0
1.9129208326571858,1.2652861047678905,1.0
2.3755507454703313,2.4250172868536906,1.0
4.895344130289348,7.692175739027913,3.0
8.110815087894823,3.417523131949221,2.0
5.2246323319524395,8.697679241791224,3.0
5.458091287616944,7.8426578785136085,3.0
2.067089785886625,0.6062878097177498,1.0
9.047378123517822,2.548866081163058,2.0
6.301409554243878,7.861367296374402,3.0
8.485908463410512,2.6676534573413457,2.0
7.199873697877988,3.4500954695832187,2.0
5.2887462279337045,7.494856834256073,3.0
1.9600346911313358,1.8629995601558025,1.0
1.3540736866608558,2.007739610301014,1.0
8.714601345473993,3.201150966966242,2.0
8.663480901515541,2.1868850115636915,2.0
8.332316647315475,2.117631164136606,2.0
2.9809000511540065,2.4322854404729872,1.0
4.62992288488588,7.579749056172818,3.0
7.477149583022199,2.8127856228848724,2.0
8.120173162974588,4.21965082002602,2.0
2.1625030529574176,2.501409100908061,1.0
8.388512927326213,3.8376799115949547,2.0
8.066690167584353,3.7072189560379707,2.0
7.707190895299584,3.264549796541383,2.0
4.607563878217084,7.96304376199381,3.0
3.086212421493075,1.605313693166032,1.0
8.193555983856813,3.028387212967966,2.0
8.0467202304087,2.7886406532578167,2.0
9.222818362953948,2.6312262491813754,2.0
2.416343782362804,2.435737255505949,1.0
4.670883647334649,7.942288280879852,3.0
2.1544536938206846,2.643709918158952,1.0
7.509740525724413,2.8121905052228318,2.0
8.013013388513098,2.5736437769823794,2.0
5.574155268920469,7.5937914018029655,3.0
2.4770727109312407,1.657739692899793,1.0
1.7017002206461393,1.3825806439705888,1.0
2.511435247341605,1.6715931463074927,1.0
2.8729999206676466,1.8544095764303223,1.0
1.8191096124616464,2.685631146608603,1.0
7.8353942585609015,3.0896947297302333,2.0
4.524933903233756,7.564547459539908,3.0
1.4650514199831877,1.4976314928749654,1.0
4.702934023748368,7.139106098726641,3.0
6.963360567555511,2.479045654538561,2.0
1.9795190861232468,1.8830631581850978,1.0
5.631525201086542,8.5435429723469,3.0
7.799651582661605,2.3025050503715967,2.0
7.353529292578655,2.6219930884163167,2.0
7.456213715183262,2.7470682052475253,2.0
5.165367898519417,8.294220967524383,3.0
1.4342236970468494,1.9579541407199652,1.0
8.369717606851903,3.255665495983258,2.0
8.618064749002519,2.5732137260374097,2.0
2.539761578120676,2.732647706908989,1.0
2.608297643153247,2.351580272638338,1.0
1.30910083784249,2.5999807379519693,1.0
9.213492505104199,2.3716939183794916,2.0
2.757730515274123,2.6555966586040074,1.0
7.899527460200724,2.9233178191511815,2.0
7.766827165936915,3.0588890315355703,2.0
5.361308798701916,7.926654508844675,3.0
6.568059252649159,8.277595088761124,3.0
5.47800093487425,7.614344903111592,3.0
5.151763383172332,8.366124145896784,3.0
7.989730894425773,2.5495298910095725,2.0
5.385954368942702,8.804381540906975,3.0
1.573830449854017,2.404978015476402,1.0
4.559469725305789,6.940651876585104,3.0
8.646988792246848,3.6728181755244167,2.0
4.628728716584116,8.10488422166471,3.0
8.233681769592053,2.7695899580238628,2.0
4.294725692772166,7.826818177719867,3.0
1.7582170862107354,2.283750159761844,1.0
2.348486737376213,1.4202892498774662,1.0
7.87030873104238,2.306765306384022,2.0
7.964912215049156,2.9736049333382146,2.0
1.9413990646504249,1.9045730183334204,1.0
7.840319998640827,2.758630463236715,2.0
2.0902444355415497,1.944456285486204,1.0
5.5884680275398155,7.331440155801539,3.0
6.111412558632867,7.8980096174439325,3.0
1.831135749366234,1.8941845881223172,1.0
8.772573151653091,3.4864658719867783,2.0
2.0088852279791136,1.998833931622089,1.0
8.1459615150997,2.7114961535289206,2.0
8.007013597554717,2.478990418226579,2.0
7.732430939585431,3.1175167367244736,2.0
5.438635113777166,7.550671531673867,3.0
2.035923426571856,1.8180390815209868,1.0
4.235923242452109,7.9323779892168975,3.0
4.858794066383458,8.835622064378203,3.0
4.875430725342011,8.278497466034782,3.0
8.118797170699255,3.1047995388706444,2.0
2.2572584695788382,1.9662667936132951,1.0
7.391432087484047,2.710370950102032,2.0
4.244584138760494,7.556778329816372,3.0
7.67573949200705,2.5842329176919225,2.0
7.41013824280549,3.2763638983608545,2.0
4.943195717822223,7.70214369036298,3.0
2.3556304579858556,1.8967857717166001,1.0
7.890578254179407,2.389929553731265,2.0
1.722099362046048,1.5971213006880194,1.0
6.900851133051054,2.1706352266681694,2.0
1.924009866619841,2.397326133972187,1.0
2.3984584848037356,1.6398403009632703,1.0
1.317068449804404,2.5342917929114828,1.0
1.8232230764368733,1.425298338725212,1.0
8.605585054874373,2.8679915235481497,2.0
1.2527951938150967,1.7688831432414553,1.0
8.16421845031714,2.9259725998911863,2.0
2.2719196197834135,2.011545286480527,1.0
7.8390904176166,2.9951161429185973,2.0
8.854508024073422,2.1028647952462425,2.0
2.5999681209492396,2.7397277987808164,1.0
8.8293697857324,3.5704857963960617,2.0
5.646307050574848,6.8123177035821065,3.0
4.684027353509486,7.323834706336564,3.0
7.159030102576571,3.1698713213034355,2.0
7.981244081884963,2.992588201240974,2.0
4.166546951367618,8.272745157668947,3.0
8.46545507014777,2.8988360271073272,2.0
4.676357442638576,7.573194019262874,3.0
1.9706345816408934,2.4611716921666296,1.0
4.117588549476305,7.865484909164002,3.0
4.4830010431862855,7.0788466595679544,3.0
5.667856644596161,7.983116694020884,3.0
2.2757607073304986,3.3247687288560317,1.0
1.0366342943823703,1.2386155422142702,1.0
1.3351998231980167,0.777324019182827,1.0
8.360545959997042,2.431762440697163,2.0
1.7978114686443105,2.810469745500393,1.0
2.2118772877042288,1.205137862299022,1.0
5.181101419198828,8.083826972883267,3.0
1.6291369331384438,1.8512084153090256,1.0
7.305139518817528,3.606443803444396,2.0
1.4719169702179462,1.320404596289006,1.0
4.84583629562735,7.9896917448521325,3.0
2.41635193061519,1.9388045558000142,1.0
1.6516069045907638,0.8328248621055729,1.0
8.5601393585669,3.640534616380511,2.0
7.081380461019878,2.502432614902337,2.0
1.2621033414969691,1.793843534817345,1.0
1.5547911392501887,1.8542870296711533,1.0
5.088169651421237,7.546820328036198,3.0
4.623877207234502,7.566185005897515,3.0
4.628810264423825,7.621438099921623,3.0
5.62761547795193,8.32019684024782,3.0
6.6762091304702045,2.260492827523416,2.0
8.001261329338906,3.307098286678311,2.0
7.941544798131178,3.2100317386615647,2.0
4.876689783320882,8.604705448014618,3.0
8.553068697212682,3.3323527010903957,2.0
5.289769302439014,8.011047034461784,3.0
1.8390629899625515,2.641154891700249,1.0
8.896756994029602,2.4515889391851244,2.0
5.111695068530409,7.624804722561385,3.0
4.6459387850207685,8.288491698369336,3.0
7.635339387191153,3.156774085738528,2.0
2.2165133062201727,1.0027731390414114,1.0
2.412049498919261,1.073321736632149,1.0
2.4701613620494616,1.6804303269773757,1.0
2.6110612736035153,2.040248689143446,1.0
8.154242492950363,2.8742727764044806,2.0
7.294583562664326,2.257276052898943,2.0
8.98816612937162,2.836604943982153,2.0
8.60750119742326,2.9321914487678455,2.0
5.727254804672224,8.48084165284077,3.0
8.207825703174946,2.2365443198215833,2.0
4.960786571007113,8.254503680533047,3.0
2.3440118447424028,2.8564167617819494,1.0
2.3617123297150573,1.6112757114295435,1.0
1.935733473698881,2.4575999858844053,1.0
3.4172748757964584,1.8682261311104642,1.0
2.2546188625033374,2.4277444403231114,1.0
2.0609441597155214,2.260434866670217,1.0
4.599396168409823,8.225427018100099,3.0
5.111987722699204,8.494531224029252,3.0
8.760683180593995,2.7350958022919922,2.0
4.716734713261609,8.265835242693043,3.0
8.668971516543195,3.0682751278216442,2.0
5.151885749289964,7.95221729837141,3.0
1.000562411156078,1.7276828027192341,1.0
1.3836692670683335,1.2110985933545464,1.0
1.5298860071063958,1.3899275276779366,1.0
2.7940433286539337,0.9089433735570651,1.0
2.696008205671568,2.0841643056572057,1.0
7.576071783579091,3.2145123836718765,2.0
2.067573046600453,2.3194157427189266,1.0
7.366722707716983,2.673213885972206,2.0
7.374932679056242,3.8309896926905544,2.0
5.169087104343124,8.000738611311975,3.0
1.9927841478936446,2.332139919016471,1.0
1.8606978207402476,1.6169236368386617,1.0
3.2129758044330887,1.730661941975582,1.0
2.3654761699521725,1.6052842669746303,1.0
8.052193017411327,3.8809250483815667,2.0
1.6985284574776918,1.5936847384921726,1.0
5.18985778335369,8.802194869357235,3.0
1.8735148744746652,2.081132570530038,1.0
8.257252280542032,2.3871957108250914,2.0
5.2065610181453374,7.7991818624689175,3.0
8.325970324662592,2.945160406833208,2.0
1.6785647288659231,1.2065890061423543,1.0
4.2490378566514755,8.142785123683224,3.0
4.805448335440862,8.375025683295888,3.0
1.7783533895036716,2.0021021016704132,1.0
8.289501007704605,1.9735776254829644,2.0
5.084424792157511,8.092930119978028,3.0
4.475650984960889,8.692052020193344,3.0
8.05713328682791,3.2957736613105086,2.0
8.560632272129073,3.0659443868595115,2.0
7.91209865422018,3.2044595388765322,2.0
8.045294952109138,3.238937424725092,2.0
4.865903702809287,7.832606469663641,3.0
1.878180246470625,2.1780288271965005,1.0
2.11277100379941,1.9620101017968754,1.0
5.177436930716055,8.18899633277651,3.0
4.768425957637379,8.432834994403775,3.0
8.231455962480817,3.373672862233489,2.0
5.510337462710715,7.940128253853834,3.0
7.967833175046314,2.654845094414639,2.0
8.159818824909348,2.8621791657683295,2.0
7.748825531127657,1.7649822902684327,2.0
5.4373478026120905,7.709343307539761,3.0
8.091176574100738,3.165587653002146,2.0
5.158879219908004,8.402614645680146,3.0
5.240822213612886,7.972432795090254,3.0
2.189269277438502,2.639827348403027,1.0
4.609421278700859,7.676113906717225,3.0
5.210344481007665,8.284537455793304,3.0
8.651258819246664,2.1881449299341207,2.0
9.111069964254305,2.6253702213652303,2.0
2.1623169181303066,2.0903479326431205,1.0
2.2715612468444335,1.4544125996566257,1.0
7.924945043150513,2.7422330889717283,2.0
5.185288089268652,7.85817111322954,3.0
7.665007266373744,2.2935292200213686,2.0
4.807249562130349,7.3537718756313595,3.0
6.14615257620372,8.5855007685997,3.0
6.272638895774481,8.378651564479831,3.0
8.643528541443125,3.441163775784023,2.0
2.0002330304888556,1.3430384477534285,1.0
1.885080316237422,1.784513453109342,1.0
7.779471062689177,2.1116752065857325,2.0
8.46711372146418,2.71107852178198,2.0
2.401436720886564,1.964541400802598,1.0
5.288290800052669,8.310036638015827,3.0
3.1063144437431474,2.0047522530222825,1.0
7.951229497551302,3.6617775536289736,2.0
2.158297973738755,2.1413846274930095,1.0
7.760213507896159,2.608935488631484,2.0
1.235783525291798,2.163166260659846,1.0
8.519721182883377,2.2528892010897064,2.0
4.726945452737268,7.773117010963269,3.0
7.371543591658623,3.732925516587154,2.0
4.767998991203085,8.782215549561489,3.0
7.994001101977057,2.8381240823621683,2.0
1.3931438464933024,2.3362022713127217,1.0
8.274746735935961,3.310268757621599,2.0
8.487081550081523,3.5239546845556626,2.0
7.581509468656199,3.194649241010786,2.0
5.104705380926339,7.452137346173137,3.0
1.5907280859185677,2.041310435688332,1.0
8.080290590156824,3.275091966952332,2.0
9.012653275938932,2.4119379757658463,2.0
4.409395930161893,8.47284276521845,3.0
5.2651371876463555,8.10849365816866,3.0
4.7435196795850185,7.599340845462007,3.0
4.769309683896401,7.907821481496546,3.0
1.9772060475069029,2.400658721714018,1.0
8.645846349367803,3.502872676204296,2.0
8.640585283791301,2.6871031123478253,2.0
1.5409952150825674,2.2355567351291636,1.0
7.137804991118549,3.7399465502796927,2.0
2.184088564705489,2.065430489670622,1.0
8.855862874546629,3.5700691859938454,2.0
2.3298190122122278,2.013907990301461,1.0
9.147171351328986,2.1305718331129095,2.0
4.8505815113967845,8.437921000888345,3.0
6.896829221450856,3.2351477576059575,2.0
1.8267093345514167,1.5410869862913714,1.0
2.2261419114492433,3.341171620358052,1.0
1.8672169851942435,1.5584106191207767,1.0
8.637926485662089,2.7121877595083497,2.0
1.4102977637932061,2.3696886982107594,1.0
5.59686208399803,8.047979756048953,3.0
2.31600712579135,1.4436138217075138,1.0
5.424282732535769,8.483955289812883,3.0
7.868799744379947,2.848958734464594,2.0
4.45953759267819,8.185116552305933,3.0
7.466451062738023,3.412243736169399,2.0
